customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9948-UKCUW,Male,0,Yes,Yes,70,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,102.66,7187.85,No
2684-UWYSD,Male,1,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.79,114.37,No
2920-UJUBV,Female,0,Yes,Yes,0,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.18,1.1,No
1628-GCHLF,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.11,1482.6,No
1731-AIIGY,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,73.55,5128.53,No
4723-MXMGJ,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.09,1438.46,No
6894-HPYUL,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),70.91,1746.29,No
9125-KSYWK,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),59.18,1885.42,No
5130-VIRXI,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.52,4279.13,No
6811-UGRAJ,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,93.62,260.51,No
5139-NJBRO,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,91.77,58.54,No
4814-JBICC,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,95.86,0.0,No
8803-NYOXH,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,61.73,1170.54,No
9876-FBVVG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,91.19,2084.52,No
6992-HXTOA,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,81.65,1063.69,No
7977-SRMAN,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.2,5066.05,No
8650-SXINE,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.77,29.45,No
5989-YACKY,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,77.35,1935.37,No
7938-JYETY,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.82,337.07,Yes
6976-VNXNW,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.52,1374.92,No
2463-INCVJ,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.06,393.45,Yes
5613-JXUQW,Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,195.27,No
1426-LSGCU,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.16,4008.13,Yes
5262-XXXCK,Male,0,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,54.23,489.9,No
2019-CPXUF,Male,1,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),64.86,797.32,No
2313-GRYPX,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.06,450.23,Yes
3459-FIFPU,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,96.05,4133.54,No
3198-OLEVZ,Female,1,No,No,65,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,59.27,3854.27,No
7754-MWBOU,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,91.66,1290.99,No
8874-BSRFJ,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.3,7574.45,No
8327-LVIUN,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.3,371.51,No
8790-DONZY,Male,1,No,Yes,63,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),58.82,3715.98,No
3363-FYQGD,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.25,140.91,No
5309-GUEMX,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.45,87.87,Yes
1795-JOJZI,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.28,327.75,No
9869-FVOLV,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.98,3855.75,No
1579-KWTRR,Male,0,No,No,68,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),51.54,3517.06,No
7802-HUCSN,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),95.31,324.24,No
5513-CTMCG,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.69,1714.13,No
9005-DQSYE,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,106.73,7708.35,No
3764-WGBZE,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.65,444.6,No
4960-YOFDZ,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.96,364.6,No
5440-XDWQF,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.69,329.69,Yes
9455-WSWUO,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.52,1351.53,No
8983-RHKOC,Male,0,No,No,36,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.05,1863.61,No
3695-LGCLN,Male,0,Yes,Yes,17,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.36,1035.53,No
7380-UEXTI,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.77,1493.16,No
9806-REFAI,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.77,1195.98,No
7586-PHTYK,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.98,557.21,No
7275-TVCUZ,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,97.21,3585.05,No
3820-SDZGQ,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.43,705.32,Yes
1867-YCLPW,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.67,110.52,No
5855-CMZMF,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,81.76,169.16,No
2969-LKVRY,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.73,313.55,Yes
6978-KOLZI,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.17,5363.79,No
1320-MZBCV,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.76,114.47,Yes
8165-VXGFV,Male,0,Yes,Yes,19,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.54,1490.87,No
3945-QVJDH,Female,0,No,No,55,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.03,4891.98,No
4456-CVYHB,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.36,38.79,Yes
9963-GABUE,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,66.6,63.46,No
4596-UODJP,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,91.02,610.5,Yes
3991-JTHWJ,Female,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.63,1198.61,Yes
6075-SRKPU,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.82,284.34,No
4932-JYFRR,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,89.87,2166.03,Yes
9768-BRZDA,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.37,1687.18,Yes
8456-NRICK,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),91.44,510.73,No
8882-IEOBF,Female,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.07,1706.94,No
7130-YHBWX,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.39,4510.37,No
6412-OLXLN,Male,0,Yes,No,56,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,58.08,3236.75,No
3085-CTMZX,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,87.84,160.81,No
2068-BHCBP,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.0,1781.15,No
7808-ZKFXS,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.06,148.06,No
4647-UEPHY,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.67,327.58,Yes
3171-YNPRV,Male,0,No,No,2,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.39,63.26,Yes
9689-BPGFH,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,84.46,1183.95,Yes
2459-AIESI,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,89.34,1637.23,Yes
8916-ZLWQM,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.32,38.9,No
1164-AEGMS,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.96,1142.92,No
5241-JYUGE,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),65.0,56.85,No
7020-MXPZJ,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.03,901.41,No
8048-WAGWG,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.78,2078.42,No
3489-VUCTP,Female,1,Yes,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,62.1,3351.7,No
4597-QQKXY,Female,0,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,58.07,3928.43,No
4362-FLFGK,Male,1,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.05,223.42,Yes
4178-ROONT,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.97,6201.73,No
4800-RRJYG,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.16,2644.31,No
6028-JASRP,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,92.14,5915.31,No
1722-KNZLC,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),100.58,641.35,No
2964-JMWAS,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,107.34,87.83,No
2121-VVLAV,Male,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,93.23,1575.93,Yes
8750-YBLBQ,Female,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.55,4640.55,No
7328-PNYQQ,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.54,360.82,Yes
8531-KRSGP,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,93.85,5622.59,No
1830-RFAUZ,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,84.71,241.17,Yes
9443-PLQAU,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,49.8,2423.68,No
2574-LKLMN,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,49.37,108.08,No
2073-ECFNZ,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,99.55,1110.98,No
9417-PCAFO,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,57.74,2448.36,No
7414-FYODC,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.06,77.4,No
7368-OOHQU,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.0,425.72,Yes
4065-LKDGM,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.12,67.35,No
5614-PGIDA,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),69.45,937.03,Yes
6844-EQNZM,Male,0,Yes,Yes,44,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),73.62,3240.95,No
3233-HGPIH,Male,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.83,3485.01,No
8276-HINRJ,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,64.34,1129.92,No
2243-FWRSX,Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.74,154.69,Yes
8034-YHMPC,Male,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),67.09,3077.45,No
8462-LEWLF,Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.52,954.12,No
3530-UIWHH,Male,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.35,95.29,No
4552-MUVUP,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,74.82,231.06,No
5520-WQFIS,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.61,1733.23,No
9688-LLQEQ,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.24,6728.66,No
2344-SNAWN,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.85,2006.29,No
7523-BDIBV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.18,39.83,Yes
1184-JEMRJ,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,52.95,2703.13,No
4373-UFBSR,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),78.08,4880.64,No
4357-TEYXE,Male,0,No,No,18,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,77.48,1376.31,No
5526-KNRNW,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),101.74,1823.24,No
1587-DYXIO,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.11,440.13,No
4253-EBUMV,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.62,164.39,No
9518-YXCNB,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.67,1385.81,Yes
6907-IIOPN,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),69.19,1960.49,No
3049-RQEPH,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.57,1478.6,No
6086-JTQZT,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,84.59,5917.95,No
6756-NKXIX,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.59,856.58,Yes
8473-QLEFG,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.36,1975.85,No
8079-KDVYN,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.62,374.74,Yes
5654-FCSPD,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.31,0.0,No
9735-UBPMI,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.72,1384.79,No
6052-HJSSC,Female,0,No,No,70,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.17,4969.23,No
4125-BTFFP,Female,0,No,No,13,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,82.99,1075.33,Yes
4759-WWLZG,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.57,1131.0,Yes
3773-NKLWE,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),95.18,4180.01,Yes
9538-WGEQJ,Female,0,Yes,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,72.74,159.29,No
3406-QKMFG,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,68.02,2328.6,No
8678-UUXIN,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.51,1070.77,Yes
9816-DYGSO,Female,1,No,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.47,4467.25,No
3479-YXVRM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.53,70.69,Yes
9297-FEGAA,Male,0,Yes,No,23,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.91,1995.63,Yes
2436-SQFNP,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.67,7010.24,No
1985-APOSB,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.57,442.62,Yes
4813-PFJTJ,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),94.64,4156.54,No
5190-VAIGX,Female,0,No,No,57,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.57,3810.2,No
1505-YAUQX,Male,0,No,No,60,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,67.71,4050.0,No
1359-YGBUG,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.11,1584.42,No
3192-HNJTR,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.11,242.87,Yes
4773-HCKYD,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,92.73,882.41,Yes
6823-MHWTV,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,72.62,303.76,No
7391-HTFLT,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,113.75,5351.23,No
7160-AGHZT,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,1442.54,No
1426-QKNAM,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,63.22,455.88,No
5653-YELBL,Male,1,No,No,56,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),67.59,3798.57,No
3204-KUDOZ,Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,61.46,2957.89,No
4833-VMNIK,Female,1,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,67.34,3711.78,No
9796-UOADY,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.95,1459.67,No
5398-WQWBM,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.88,849.9,No
1978-UIXCV,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.59,17.8,Yes
3348-VNXGR,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.91,567.2,No
6432-YMZDV,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.58,318.14,Yes
7365-LMGBN,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.86,1280.81,Yes
4563-VTLIP,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,92.49,255.05,No
8632-IHWHI,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.92,482.53,No
8391-AUHFZ,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.64,1931.04,Yes
7848-LSUYM,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.65,556.22,Yes
4850-ETIIR,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.88,27.82,Yes
6679-VELDX,Female,0,No,No,69,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.99,4368.46,No
6520-TACXE,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,58.85,1152.88,No
4546-DWLEZ,Male,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.8,5380.75,No
3902-NRCHQ,Female,1,No,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.48,981.3,No
5853-HQBTY,Female,0,Yes,No,39,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.09,1827.14,No
2193-EYEJS,Male,0,No,No,58,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),55.77,3257.0,No
2539-AGPFS,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.13,368.11,No
1776-SJYSN,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.2,1146.97,Yes
7015-YOTRE,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.36,79.7,Yes
